LONG_SCHOOL_YEAR,SCHOOL_DSTRCT_NM,INSTN_NAME,LABEL_LVL_3_DESC,LABEL_LVL_2_DESC,FTE,INEXPERIENCED_FTE,INEXPERIENCED_FTE_PCT,Full School_ID,FISCAL_YEAR,SYSTEM_ID,SYSTEM_NAME,SCHOOL_ID,SCHOOL_NAME,County,FAC_SCHTYPE,GRADE_RANGE,SCHOOL_ADDRESS,SCHOOL_CITY,STATE,SCHOOL_ZIP,MAIL_ADDRESS,MAIL_CITY,MAIL_ZIP,PRINCIPAL_FNAME,PRINCIPAL_LNAME,PRINCIPAL_MNAME,EMAIL_ADDRESS,SCHOOL_PHONE,SCHOOL_FAX,MATCH_TYPE
2017-18,Jones County,DAMES FERRY ELEMENTARY SCHOOL,Teachers,Low Poverty,61.0,24.0,39,6840199,2019,684,Jones County,199,DAMES FERRY ELEMENTARY SCHOOL,Jones,E,PK-05,545 Ga Highway 18 W,Gray,GA,31032-3721,545 Ga Highway 18 W,Gray,31032-3721,Leigh Ann,Knowles,,jknowles@jones.k12.ga.us,478.986.2023,478.986.2027,PERFECT
2017-18,Jones County,DAMES FERRY ELEMENTARY SCHOOL,Teachers,Total,61.0,24.0,39,6840199,2019,684,Jones County,199,DAMES FERRY ELEMENTARY SCHOOL,Jones,E,PK-05,545 Ga Highway 18 W,Gray,GA,31032-3721,545 Ga Highway 18 W,Gray,31032-3721,Leigh Ann,Knowles,,jknowles@jones.k12.ga.us,478.986.2023,478.986.2027,PERFECT
2017-18,Jones County,GRAY ELEMENTARY SCHOOL,Leaders,Not Applicable,2.0,1.0,50,6841550,2019,684,Jones County,1550,GRAY ELEMENTARY SCHOOL,Jones,E,PK-05,365 Ga Highway 18 E,Gray,GA,31032-5821,365 Ga Highway 18 E,Gray,31032-5821,Leslie,Poythress,,lpoythress@jones.k12.ga.us,478.986.6295,4789863911,PERFECT
2017-18,Jones County,GRAY ELEMENTARY SCHOOL,Teachers,Total,67.0,32.0,48,6841550,2019,684,Jones County,1550,GRAY ELEMENTARY SCHOOL,Jones,E,PK-05,365 Ga Highway 18 E,Gray,GA,31032-5821,365 Ga Highway 18 E,Gray,31032-5821,Leslie,Poythress,,lpoythress@jones.k12.ga.us,478.986.6295,4789863911,PERFECT
2017-18,Jones County,GRAY STATION MIDDLE SCHOOL,Leaders,Low Poverty,2.0,0.0,0,6840106,2019,684,Jones County,106,GRAY STATION MIDDLE SCHOOL,Jones,M,06-08,324 Ga Highway 18 E ,Gray,GA,31032-5820,324 Ga Highway 18 E ,Gray,31032-5820,Wes,Cavender,,wcavender@jones.k12.ga.us,478.986.2090,..,PERFECT
2017-18,Jones County,GRAY STATION MIDDLE SCHOOL,Teachers,Low Poverty,48.4,18.4,38,6840106,2019,684,Jones County,106,GRAY STATION MIDDLE SCHOOL,Jones,M,06-08,324 Ga Highway 18 E ,Gray,GA,31032-5820,324 Ga Highway 18 E ,Gray,31032-5820,Wes,Cavender,,wcavender@jones.k12.ga.us,478.986.2090,..,PERFECT
2017-18,Jones County,GRAY STATION MIDDLE SCHOOL,Teachers,Total,48.4,18.4,38,6840106,2019,684,Jones County,106,GRAY STATION MIDDLE SCHOOL,Jones,M,06-08,324 Ga Highway 18 E ,Gray,GA,31032-5820,324 Ga Highway 18 E ,Gray,31032-5820,Wes,Cavender,,wcavender@jones.k12.ga.us,478.986.2090,..,PERFECT
2017-18,Jones County,JONES COUNTY HIGH SCHOOL,Leaders,Low Poverty,5.5,2.5,45,6840192,2019,684,Jones County,192,JONES COUNTY HIGH SCHOOL,Jones,H,09-12,339 Railroad St,Gray,GA,31032-5841,339 Railroad St,Gray,31032-5841,Mary Frances,Stewart,,mstewart@jones.k12.ga.us,478.986.5444,478.986.1589,PERFECT
2017-18,Jones County,JONES COUNTY HIGH SCHOOL,Teachers,Low Poverty,115.4,39.7,34,6840192,2019,684,Jones County,192,JONES COUNTY HIGH SCHOOL,Jones,H,09-12,339 Railroad St,Gray,GA,31032-5841,339 Railroad St,Gray,31032-5841,Mary Frances,Stewart,,mstewart@jones.k12.ga.us,478.986.5444,478.986.1589,PERFECT
2017-18,Jones County,JONES COUNTY HIGH SCHOOL,Teachers,Total,115.4,39.7,34,6840192,2019,684,Jones County,192,JONES COUNTY HIGH SCHOOL,Jones,H,09-12,339 Railroad St,Gray,GA,31032-5841,339 Railroad St,Gray,31032-5841,Mary Frances,Stewart,,mstewart@jones.k12.ga.us,478.986.5444,478.986.1589,PERFECT
2017-18,Jones County,MATTIE WELLS ELEMENTARY SCHOOL,Leaders,Not Applicable,2.0,0.0,0,6840102,2019,684,Jones County,102,MATTIE WELLS ELEMENTARY SCHOOL,Bibb,E,PK-05,101 Mattie Wells Dr,Macon,GA,31217-2366,101 Mattie Wells Dr,Macon,31217-2366,Teresa ,Mccuen,,tmccuen@jones.k12.ga.us,478.742.5959,478.742.5930,PERFECT
2017-18,Jones County,MATTIE WELLS ELEMENTARY SCHOOL,Teachers,Total,79.0,45.0,57,6840102,2019,684,Jones County,102,MATTIE WELLS ELEMENTARY SCHOOL,Bibb,E,PK-05,101 Mattie Wells Dr,Macon,GA,31217-2366,101 Mattie Wells Dr,Macon,31217-2366,Teresa ,Mccuen,,tmccuen@jones.k12.ga.us,478.742.5959,478.742.5930,PERFECT
2017-18,Jones County,TURNER WOODS ELEMENTARY SCHOOL,Leaders,Low Poverty,2.0,0.0,0,6840114,2019,684,Jones County,114,TURNER WOODS ELEMENTARY SCHOOL,Jones,E,PK-05,144 Willie L Fluellen Dr,Gray,GA,31032,144 Willie L Fluellen Dr,Gray,31032,Lance,Rackley,,,478.986.2222,,PERFECT
2017-18,Jones County,TURNER WOODS ELEMENTARY SCHOOL,Teachers,Total,70.0,38.0,54,6840114,2019,684,Jones County,114,TURNER WOODS ELEMENTARY SCHOOL,Jones,E,PK-05,144 Willie L Fluellen Dr,Gray,GA,31032,144 Willie L Fluellen Dr,Gray,31032,Lance,Rackley,,,478.986.2222,,PERFECT
2017-18,Lamar County,LAMAR COUNTY ELEMENTARY SCHOOL,Leaders,Not Applicable,2.0,0.0,0,6850105,2019,685,Lamar County,105,LAMAR COUNTY ELEMENTARY SCHOOL,Lamar,E,03-05,228 Roberta Dr ,Barnesville,GA,30204-4353,228 Roberta Dr ,Barnesville,30204-4353,Andrea,Scandrett,,ascandre@lamar.k12.ga.us,770.358.5556,770.358.5560,PERFECT
2017-18,Lamar County,LAMAR COUNTY ELEMENTARY SCHOOL,Teachers,Total,39.0,14.0,36,6850105,2019,685,Lamar County,105,LAMAR COUNTY ELEMENTARY SCHOOL,Lamar,E,03-05,228 Roberta Dr ,Barnesville,GA,30204-4353,228 Roberta Dr ,Barnesville,30204-4353,Andrea,Scandrett,,ascandre@lamar.k12.ga.us,770.358.5556,770.358.5560,PERFECT
2017-18,Lamar County,LAMAR COUNTY HIGH SCHOOL,Leaders,Not Applicable,3.0,2.0,67,6850175,2019,685,Lamar County,175,LAMAR COUNTY HIGH SCHOOL,Lamar,H,09-12,1 Trojan Way,Barnesville,GA,30204-1544,1 Trojan Way,Barnesville,30204-1544,Matt,Adams,,,770.358.8641,770.358.8649,PERFECT
2017-18,Lamar County,LAMAR COUNTY HIGH SCHOOL,Teachers,Total,58.0,34.7,60,6850175,2019,685,Lamar County,175,LAMAR COUNTY HIGH SCHOOL,Lamar,H,09-12,1 Trojan Way,Barnesville,GA,30204-1544,1 Trojan Way,Barnesville,30204-1544,Matt,Adams,,,770.358.8641,770.358.8649,PERFECT
2017-18,Lamar County,LAMAR COUNTY MIDDLE SCHOOL,Leaders,Not Applicable,2.0,1.0,50,6850199,2019,685,Lamar County,199,LAMAR COUNTY MIDDLE SCHOOL,Lamar,M,06-08,100 Burnette Rd,Barnesville,GA,30204-3401,100 Burnette Rd,Barnesville,30204-3401,Julie,Steele,,jsteele@lamar.k12.ga.us,770.358.8652,770.358.8657,PERFECT
2017-18,Lamar County,LAMAR COUNTY MIDDLE SCHOOL,Teachers,Total,41.0,16.0,39,6850199,2019,685,Lamar County,199,LAMAR COUNTY MIDDLE SCHOOL,Lamar,M,06-08,100 Burnette Rd,Barnesville,GA,30204-3401,100 Burnette Rd,Barnesville,30204-3401,Julie,Steele,,jsteele@lamar.k12.ga.us,770.358.8652,770.358.8657,PERFECT
2017-18,Lamar County,LAMAR COUNTY PRIMARY SCHOOL,Leaders,Not Applicable,1.9,0.9,46,6850205,2019,685,Lamar County,205,LAMAR COUNTY PRIMARY SCHOOL,Lamar,E,PK-02,154 Burnette Rd,Barnesville,GA,30204-3401,154 Burnette Rd,Barnesville,30204-3401,Jeremy ,Hawkins,,,770.358.8661,770.358.8666,PERFECT
2017-18,Lamar County,LAMAR COUNTY PRIMARY SCHOOL,Teachers,Total,55.0,18.0,33,6850205,2019,685,Lamar County,205,LAMAR COUNTY PRIMARY SCHOOL,Lamar,E,PK-02,154 Burnette Rd,Barnesville,GA,30204-3401,154 Burnette Rd,Barnesville,30204-3401,Jeremy ,Hawkins,,,770.358.8661,770.358.8666,PERFECT
2017-18,Lanier County,LANIER COUNTY ELEMENTARY SCHOOL,Leaders,High Poverty,2.3,1.2,52,6860111,2019,686,Lanier County,111,LANIER COUNTY ELEMENTARY SCHOOL,Lanier,E,03-05,92 S Valdosta Rd,Lakeland,GA,31635-6653,92 S Valdosta Rd,Lakeland,31635-6653,Jennifer,Whilden,,bholbrook@lanier.k12.ga.us,229.482.3870,,PERFECT
2017-18,Lanier County,LANIER COUNTY ELEMENTARY SCHOOL,Teachers,High Poverty,35.5,7.1,20,6860111,2019,686,Lanier County,111,LANIER COUNTY ELEMENTARY SCHOOL,Lanier,E,03-05,92 S Valdosta Rd,Lakeland,GA,31635-6653,92 S Valdosta Rd,Lakeland,31635-6653,Jennifer,Whilden,,bholbrook@lanier.k12.ga.us,229.482.3870,,PERFECT
2017-18,Lanier County,LANIER COUNTY ELEMENTARY SCHOOL,Teachers,Total,35.5,7.1,20,6860111,2019,686,Lanier County,111,LANIER COUNTY ELEMENTARY SCHOOL,Lanier,E,03-05,92 S Valdosta Rd,Lakeland,GA,31635-6653,92 S Valdosta Rd,Lakeland,31635-6653,Jennifer,Whilden,,bholbrook@lanier.k12.ga.us,229.482.3870,,PERFECT
2017-18,Lanier County,LANIER COUNTY HIGH SCHOOL,Leaders,High Poverty,2.3,1.2,52,6860201,2019,686,Lanier County,201,LANIER COUNTY HIGH SCHOOL,Lanier,H,09-12,52 W Patten Ave,Lakeland,GA,31635-6839,52 W Patten Ave,Lakeland,31635-6839,Howard,Akers,,hakers@lanier.k12.ga.us,229.482.3868,229.428.3368,PERFECT
2017-18,Lanier County,LANIER COUNTY HIGH SCHOOL,Teachers,High Poverty,33.8,17.3,51,6860201,2019,686,Lanier County,201,LANIER COUNTY HIGH SCHOOL,Lanier,H,09-12,52 W Patten Ave,Lakeland,GA,31635-6839,52 W Patten Ave,Lakeland,31635-6839,Howard,Akers,,hakers@lanier.k12.ga.us,229.482.3868,229.428.3368,PERFECT
2017-18,Lanier County,LANIER COUNTY HIGH SCHOOL,Teachers,Total,33.8,17.3,51,6860201,2019,686,Lanier County,201,LANIER COUNTY HIGH SCHOOL,Lanier,H,09-12,52 W Patten Ave,Lakeland,GA,31635-6839,52 W Patten Ave,Lakeland,31635-6839,Howard,Akers,,hakers@lanier.k12.ga.us,229.482.3868,229.428.3368,PERFECT
2017-18,Lanier County,LANIER COUNTY MIDDLE SCHOOL,Leaders,High Poverty,2.2,2.2,100,6860101,2019,686,Lanier County,101,LANIER COUNTY MIDDLE SCHOOL,Lanier,M,06-08,52 W Patten Ave,Lakeland,GA,31635-6839,52 W Patten Ave,Lakeland,31635-6839,Rhonda,Rodgers,,rrodgers@lanier.k12.ga.us,229.482.8247,229.482.3643,PERFECT
2017-18,Lanier County,LANIER COUNTY MIDDLE SCHOOL,Teachers,High Poverty,33.6,19.5,58,6860101,2019,686,Lanier County,101,LANIER COUNTY MIDDLE SCHOOL,Lanier,M,06-08,52 W Patten Ave,Lakeland,GA,31635-6839,52 W Patten Ave,Lakeland,31635-6839,Rhonda,Rodgers,,rrodgers@lanier.k12.ga.us,229.482.8247,229.482.3643,PERFECT
2017-18,Lanier County,LANIER COUNTY MIDDLE SCHOOL,Teachers,Total,33.6,19.5,58,6860101,2019,686,Lanier County,101,LANIER COUNTY MIDDLE SCHOOL,Lanier,M,06-08,52 W Patten Ave,Lakeland,GA,31635-6839,52 W Patten Ave,Lakeland,31635-6839,Rhonda,Rodgers,,rrodgers@lanier.k12.ga.us,229.482.8247,229.482.3643,PERFECT
2017-18,Lanier County,LANIER COUNTY PRIMARY SCHOOL,Leaders,High Poverty,2.2,1.1,50,6863050,2019,686,Lanier County,3050,LANIER COUNTY PRIMARY SCHOOL,Lanier,E,PK-02,28 S Valdosta Rd,Lakeland,GA,31635-6653,28 S Valdosta Rd,Lakeland,31635-6653,Kevin,Moore,Raymond,kmoore@lanier.k12.ga.us,229.482.3580,229.482.8339,PERFECT
2017-18,Lanier County,LANIER COUNTY PRIMARY SCHOOL,Teachers,High Poverty,41.1,14.6,36,6863050,2019,686,Lanier County,3050,LANIER COUNTY PRIMARY SCHOOL,Lanier,E,PK-02,28 S Valdosta Rd,Lakeland,GA,31635-6653,28 S Valdosta Rd,Lakeland,31635-6653,Kevin,Moore,Raymond,kmoore@lanier.k12.ga.us,229.482.3580,229.482.8339,PERFECT
2017-18,Lanier County,LANIER COUNTY PRIMARY SCHOOL,Teachers,Total,41.1,14.6,36,6863050,2019,686,Lanier County,3050,LANIER COUNTY PRIMARY SCHOOL,Lanier,E,PK-02,28 S Valdosta Rd,Lakeland,GA,31635-6653,28 S Valdosta Rd,Lakeland,31635-6653,Kevin,Moore,Raymond,kmoore@lanier.k12.ga.us,229.482.3580,229.482.8339,PERFECT
2017-18,Laurens County,EAST LAURENS ELEMENTARY SCHOOL,Leaders,Not Applicable,2.0,0.0,0,6870105,2019,687,Laurens County,105,EAST LAURENS ELEMENTARY SCHOOL,Laurens,E,PK-05,960 US Highway 80 E,East Dublin,GA,31027-1480,960 US Highway 80 E,East Dublin,31027-1480,kelly ,dean,,edbland@lcboe.net,478.272.8612,478.277.2641,PERFECT
2017-18,Laurens County,EAST LAURENS ELEMENTARY SCHOOL,Teachers,Total,67.3,39.3,58,6870105,2019,687,Laurens County,105,EAST LAURENS ELEMENTARY SCHOOL,Laurens,E,PK-05,960 US Highway 80 E,East Dublin,GA,31027-1480,960 US Highway 80 E,East Dublin,31027-1480,kelly ,dean,,edbland@lcboe.net,478.272.8612,478.277.2641,PERFECT
2017-18,Laurens County,EAST LAURENS HIGH SCHOOL,Leaders,Not Applicable,2.5,1.0,40,6870197,2019,687,Laurens County,197,EAST LAURENS HIGH SCHOOL,Laurens,H,09-12,920 US Highway 80 E,Dublin,GA,31027-1480,920 US Highway 80 E,Dublin,31027-1480,Otha,Hall,Jermaine,ojhall@lcboe.net,478.272.3144,478.274.1032,PERFECT
2017-18,Laurens County,EAST LAURENS HIGH SCHOOL,Teachers,Total,65.1,43.0,66,6870197,2019,687,Laurens County,197,EAST LAURENS HIGH SCHOOL,Laurens,H,09-12,920 US Highway 80 E,Dublin,GA,31027-1480,920 US Highway 80 E,Dublin,31027-1480,Otha,Hall,Jermaine,ojhall@lcboe.net,478.272.3144,478.274.1032,PERFECT
2017-18,Laurens County,EAST LAURENS MIDDLE SCHOOL,Leaders,Not Applicable,1.5,1.0,67,6870297,2019,687,Laurens County,297,EAST LAURENS MIDDLE SCHOOL,Laurens,M,06-08,930 US Highway 80 E,Dublin,GA,31027-1480,930 US Highway 80 E,Dublin,31027-1480,Otha,Hall,Jermaine,ojhall@lcboe.net,478.272.1201,478.275.1627,PERFECT
2017-18,Laurens County,EAST LAURENS MIDDLE SCHOOL,Teachers,Total,77.9,49.3,63,6870297,2019,687,Laurens County,297,EAST LAURENS MIDDLE SCHOOL,Laurens,M,06-08,930 US Highway 80 E,Dublin,GA,31027-1480,930 US Highway 80 E,Dublin,31027-1480,Otha,Hall,Jermaine,ojhall@lcboe.net,478.272.1201,478.275.1627,PERFECT
2017-18,Laurens County,EAST LAURENS PRIMARY SCHOOL,Leaders,Not Applicable,1.5,0.5,33,6870104,2019,687,Laurens County,104,EAST LAURENS PRIMARY SCHOOL,Laurens,E,KK-02,950 US Highway 80 E,Dublin,GA,31027-1480,950 US Highway 80 E,Dublin,31027-1480,James,Lawhorn,,jameslawhorn@lcboe.net,478.272.4440,478.272.7815,PERFECT
2017-18,Laurens County,EAST LAURENS PRIMARY SCHOOL,Teachers,Total,59.0,27.0,46,6870104,2019,687,Laurens County,104,EAST LAURENS PRIMARY SCHOOL,Laurens,E,KK-02,950 US Highway 80 E,Dublin,GA,31027-1480,950 US Highway 80 E,Dublin,31027-1480,James,Lawhorn,,jameslawhorn@lcboe.net,478.272.4440,478.272.7815,PERFECT
2017-18,Laurens County,NORTHWEST LAURENS ELEMENTARY,Leaders,Not Applicable,2.0,0.0,0,6870201,2019,687,Laurens County,201,NORTHWEST LAURENS ELEMENTARY,Laurens,E,PK-05,3330 US Highway 80 W ,Dudley,GA,31022-2301,3330 US Highway 80 W,Dudley,31022-2301,Amy,Duke,M,amyduke@lcboe.net,478.676.3475,478.676.2246,PERFECT
2017-18,Laurens County,NORTHWEST LAURENS ELEMENTARY,Teachers,Total,73.5,28.0,38,6870201,2019,687,Laurens County,201,NORTHWEST LAURENS ELEMENTARY,Laurens,E,PK-05,3330 US Highway 80 W ,Dudley,GA,31022-2301,3330 US Highway 80 W,Dudley,31022-2301,Amy,Duke,M,amyduke@lcboe.net,478.676.3475,478.676.2246,PERFECT
2017-18,Laurens County,SOUTHWEST LAURENS ELEMENTARY,Leaders,Not Applicable,2.0,1.0,50,6870101,2019,687,Laurens County,101,SOUTHWEST LAURENS ELEMENTARY,Laurens,E,PK-05,1799 Ga Highway 117,Rentz,GA,31075-3437,1799 Ga Highway 117,Rentz,31075-3437,Aurelia,Tippett,,aureliatippett@lcboe.net,478.984.4276,478.984.4711,PERFECT
2017-18,Laurens County,SOUTHWEST LAURENS ELEMENTARY,Teachers,Total,95.0,42.0,44,6870101,2019,687,Laurens County,101,SOUTHWEST LAURENS ELEMENTARY,Laurens,E,PK-05,1799 Ga Highway 117,Rentz,GA,31075-3437,1799 Ga Highway 117,Rentz,31075-3437,Aurelia,Tippett,,aureliatippett@lcboe.net,478.984.4276,478.984.4711,PERFECT
2017-18,Laurens County,WEST LAURENS HIGH SCHOOL,Leaders,Low Poverty,4.0,0.0,0,6870110,2019,687,Laurens County,110,WEST LAURENS HIGH SCHOOL,Laurens,H,09-12,3692 Ga Highway 257,Dexter,GA,31019-3539,3692 Highway 257,Dexter,31019,Clifford,Garnto,,cliffordgarnto@lcboe.net,478.875.1000,,PERFECT
2017-18,Laurens County,WEST LAURENS HIGH SCHOOL,Teachers,Low Poverty,101.3,48.5,48,6870110,2019,687,Laurens County,110,WEST LAURENS HIGH SCHOOL,Laurens,H,09-12,3692 Ga Highway 257,Dexter,GA,31019-3539,3692 Highway 257,Dexter,31019,Clifford,Garnto,,cliffordgarnto@lcboe.net,478.875.1000,,PERFECT
2017-18,Laurens County,WEST LAURENS HIGH SCHOOL,Teachers,Total,101.3,48.5,48,6870110,2019,687,Laurens County,110,WEST LAURENS HIGH SCHOOL,Laurens,H,09-12,3692 Ga Highway 257,Dexter,GA,31019-3539,3692 Highway 257,Dexter,31019,Clifford,Garnto,,cliffordgarnto@lcboe.net,478.875.1000,,PERFECT
2017-18,Laurens County,WEST LAURENS MIDDLE SCHOOL,Leaders,Not Applicable,3.0,2.0,67,6872054,2019,687,Laurens County,2054,WEST LAURENS MIDDLE SCHOOL,Laurens,M,06-08,332 W Laurens School Rd,Dublin,GA,31021-1222,332 W Laurens School Rd,Dublin,31021-1222,Sherri,Moorman,,reedwaldrep@lcboe.net,478.272.8452,478.275.0848,PERFECT
2017-18,Laurens County,WEST LAURENS MIDDLE SCHOOL,Teachers,Total,86.6,40.4,47,6872054,2019,687,Laurens County,2054,WEST LAURENS MIDDLE SCHOOL,Laurens,M,06-08,332 W Laurens School Rd,Dublin,GA,31021-1222,332 W Laurens School Rd,Dublin,31021-1222,Sherri,Moorman,,reedwaldrep@lcboe.net,478.272.8452,478.275.0848,PERFECT
2017-18,Lee County,KINCHAFOONEE PRIMARY SCHOOL,Leaders,Not Applicable,2.0,0.0,0,6880197,2019,688,Lee County,197,KINCHAFOONEE PRIMARY SCHOOL,Lee,E,PK-02,295 Leslie Hwy,Leesburg,GA,31763-4338,295 Leslie Hwy,Leesburg,31763-4338,Trina,Muse,,musetr@lee.k12.ga.us,229.903.2200,229.903.2218,PERFECT
2017-18,Lee County,KINCHAFOONEE PRIMARY SCHOOL,Teachers,Total,55.5,21.0,38,6880197,2019,688,Lee County,197,KINCHAFOONEE PRIMARY SCHOOL,Lee,E,PK-02,295 Leslie Hwy,Leesburg,GA,31763-4338,295 Leslie Hwy,Leesburg,31763-4338,Trina,Muse,,musetr@lee.k12.ga.us,229.903.2200,229.903.2218,PERFECT
2017-18,Lee County,LEE COUNTY ELEMENTARY SCHOOL,Leaders,Not Applicable,2.0,0.0,0,6880103,2019,688,Lee County,103,LEE COUNTY ELEMENTARY SCHOOL,Lee,E,03-05,314 Lovers Lane Rd,Leesburg,GA,31763-4306,314 Lovers Lane Rd,Leesburg,31763-4306,Holly,Black,,blackho@lee.k12.ga.us,229.903.2220,229.903.2237,PERFECT
2017-18,Lee County,LEE COUNTY ELEMENTARY SCHOOL,Teachers,Total,47.0,14.0,30,6880103,2019,688,Lee County,103,LEE COUNTY ELEMENTARY SCHOOL,Lee,E,03-05,314 Lovers Lane Rd,Leesburg,GA,31763-4306,314 Lovers Lane Rd,Leesburg,31763-4306,Holly,Black,,blackho@lee.k12.ga.us,229.903.2220,229.903.2237,PERFECT
2017-18,Lee County,LEE COUNTY HIGH SCHOOL,Leaders,Low Poverty,4.0,2.0,50,6880193,2019,688,Lee County,193,LEE COUNTY HIGH SCHOOL,Lee,H,09-12,1 Trojan Way,Leesburg,GA,31763-3730,1 Trojan Way,Leesburg,31763-3730,karen,hancock,,hancockka@lee.k12.ga.us,229.903.2260,229.903.2292,PERFECT
2017-18,Lee County,LEE COUNTY HIGH SCHOOL,Teachers,Low Poverty,131.8,83.1,63,6880193,2019,688,Lee County,193,LEE COUNTY HIGH SCHOOL,Lee,H,09-12,1 Trojan Way,Leesburg,GA,31763-3730,1 Trojan Way,Leesburg,31763-3730,karen,hancock,,hancockka@lee.k12.ga.us,229.903.2260,229.903.2292,PERFECT
2017-18,Lee County,LEE COUNTY HIGH SCHOOL,Teachers,Total,131.8,83.1,63,6880193,2019,688,Lee County,193,LEE COUNTY HIGH SCHOOL,Lee,H,09-12,1 Trojan Way,Leesburg,GA,31763-3730,1 Trojan Way,Leesburg,31763-3730,karen,hancock,,hancockka@lee.k12.ga.us,229.903.2260,229.903.2292,PERFECT
2017-18,Lee County,LEE COUNTY MIDDLE SCHOOL EAST,Leaders,Low Poverty,2.0,1.0,50,6880114,2019,688,Lee County,114,LEE COUNTY MIDDLE SCHOOL EAST,Lee,M,06-08,185 Firetower Rd,Leesburg,GA,31763-3741,185 Firetower Rd,Leesburg,31763-3741,Kelli,Duke,Paul,dukeke@lee.k12.ga.us,229.903.3500,,PERFECT
2017-18,Lee County,LEE COUNTY MIDDLE SCHOOL EAST,Teachers,Low Poverty,51.8,25.6,49,6880114,2019,688,Lee County,114,LEE COUNTY MIDDLE SCHOOL EAST,Lee,M,06-08,185 Firetower Rd,Leesburg,GA,31763-3741,185 Firetower Rd,Leesburg,31763-3741,Kelli,Duke,Paul,dukeke@lee.k12.ga.us,229.903.3500,,PERFECT
2017-18,Lee County,LEE COUNTY MIDDLE SCHOOL EAST,Teachers,Total,51.8,25.6,49,6880114,2019,688,Lee County,114,LEE COUNTY MIDDLE SCHOOL EAST,Lee,M,06-08,185 Firetower Rd,Leesburg,GA,31763-3741,185 Firetower Rd,Leesburg,31763-3741,Kelli,Duke,Paul,dukeke@lee.k12.ga.us,229.903.3500,,PERFECT
2017-18,Lee County,LEE COUNTY MIDDLE SCHOOL WEST,Leaders,Low Poverty,2.0,1.0,50,6880101,2019,688,Lee County,101,LEE COUNTY MIDDLE SCHOOL WEST,Lee,M,06-08,190 Smithville Rd N,Leesburg,GA,31763-3945,190 Smithville Rd N,Leesburg,31763-3945,John,Savelle,Downing,savekkejo@lee.k12.ga.us,229.903.2140,229.903.2160,PERFECT
2017-18,Lee County,LEE COUNTY MIDDLE SCHOOL WEST,Teachers,Total,58.0,22.6,39,6880101,2019,688,Lee County,101,LEE COUNTY MIDDLE SCHOOL WEST,Lee,M,06-08,190 Smithville Rd N,Leesburg,GA,31763-3945,190 Smithville Rd N,Leesburg,31763-3945,John,Savelle,Downing,savekkejo@lee.k12.ga.us,229.903.2140,229.903.2160,PERFECT
2017-18,Lee County,LEE COUNTY PRIMARY SCHOOL,Leaders,Not Applicable,2.0,0.0,0,6880187,2019,688,Lee County,187,LEE COUNTY PRIMARY SCHOOL,Lee,E,PK-02,282 Magnolia Ave,Leesburg,GA,31763-4334,282 Magnolia Ave,Leesburg,31763-4334,Debbie,DeVane,,devanede@lee.k12.ga.us,229.903.2180,229.903.2196,PERFECT
2017-18,Lee County,LEE COUNTY PRIMARY SCHOOL,Teachers,Total,44.5,10.0,22,6880187,2019,688,Lee County,187,LEE COUNTY PRIMARY SCHOOL,Lee,E,PK-02,282 Magnolia Ave,Leesburg,GA,31763-4334,282 Magnolia Ave,Leesburg,31763-4334,Debbie,DeVane,,devanede@lee.k12.ga.us,229.903.2180,229.903.2196,PERFECT
2017-18,Lee County,LEE HIGH SCHOOL 9TH GRADE CAMPUS,Leaders,Low Poverty,2.0,2.0,100,6880209,2019,688,Lee County,209,LEE HIGH SCHOOL 9TH GRADE CAMPUS,Lee,H,08-11,370 Leslie Hwy,Leesburg,GA,31763-3731,370 Leslie Hwy,Leesburg,31763-3731,Ginger,Lawrence,,lawrencegi@lee.k12.ga.us,229.903.3590,,PERFECT
2017-18,Lee County,LEE HIGH SCHOOL 9TH GRADE CAMPUS,Teachers,Low Poverty,41.6,19.3,46,6880209,2019,688,Lee County,209,LEE HIGH SCHOOL 9TH GRADE CAMPUS,Lee,H,08-11,370 Leslie Hwy,Leesburg,GA,31763-3731,370 Leslie Hwy,Leesburg,31763-3731,Ginger,Lawrence,,lawrencegi@lee.k12.ga.us,229.903.3590,,PERFECT
2017-18,Lee County,LEE HIGH SCHOOL 9TH GRADE CAMPUS,Teachers,Total,41.6,19.3,46,6880209,2019,688,Lee County,209,LEE HIGH SCHOOL 9TH GRADE CAMPUS,Lee,H,08-11,370 Leslie Hwy,Leesburg,GA,31763-3731,370 Leslie Hwy,Leesburg,31763-3731,Ginger,Lawrence,,lawrencegi@lee.k12.ga.us,229.903.3590,,PERFECT
2017-18,Lee County,TWIN OAKS ELEMENTARY,Leaders,Low Poverty,2.0,1.0,50,6880393,2019,688,Lee County,393,TWIN OAKS ELEMENTARY,Lee,E,03-05,370 Leslie Hwy,Leesburg,GA,31763-3731,370 Leslie Hwy,Leesburg,31763-3731,Katie,Peppers,,pepperska@lee.k12.ga.us,229.903.2240,229.903.2257,PERFECT
2017-18,Lee County,TWIN OAKS ELEMENTARY,Teachers,Total,41.0,9.0,22,6880393,2019,688,Lee County,393,TWIN OAKS ELEMENTARY,Lee,E,03-05,370 Leslie Hwy,Leesburg,GA,31763-3731,370 Leslie Hwy,Leesburg,31763-3731,Katie,Peppers,,pepperska@lee.k12.ga.us,229.903.2240,229.903.2257,PERFECT
